a	b	n_two_tile	beta_bij	s_perm	overshoot_id	gauss_lgA_err	gauss_lgB_err	gauss_dA_err	gauss_dB_err	telescope_lg_err	telescope_psi_err	beta_duality_pw	beta_duality_sum_err	sum_pcl	delta_target	identity_err	certified
167	183	166	true	true	true	2.842171e-14	1.705303e-13	1.818989e-12	2.955858e-12	2.842171e-14	2.273737e-13	true	8.673617e-18	-2.190127976105303e-3	-2.190127976105303e-3	8.673617e-19	true
169	183	168	true	true	true	2.842171e-14	1.705303e-13	2.728484e-12	2.955858e-12	5.684342e-14	2.273737e-13	true	8.673617e-18	-2.198191082107022e-3	-2.198191082107046e-3	2.471981e-17	true
170	183	169	true	true	true	2.842171e-14	1.705303e-13	1.364242e-12	2.955858e-12	5.684342e-14	0.000000e0	true	1.734723e-18	-2.208085849035703e-3	-2.208085849035657e-3	4.553649e-17	true
172	183	171	true	true	true	5.684342e-14	1.705303e-13	2.501110e-12	2.955858e-12	2.842171e-14	3.410605e-13	true	8.673617e-18	-2.233175012701856e-3	-2.233175012701964e-3	1.075529e-16	true
173	183	172	true	true	true	0.000000e0	1.705303e-13	1.364242e-12	2.955858e-12	2.842171e-14	0.000000e0	true	5.204170e-18	-2.238786965956935e-3	-2.238786965956902e-3	3.295975e-17	true
175	183	174	true	true	true	1.421085e-13	1.705303e-13	2.046363e-12	2.955858e-12	0.000000e0	1.136868e-13	true	0.000000e0	-2.257613257149610e-3	-2.257613257149709e-3	9.974660e-17	true
176	183	175	true	true	true	1.421085e-13	1.705303e-13	1.705303e-12	2.955858e-12	2.842171e-14	4.547474e-13	true	3.469447e-18	-2.261194691025758e-3	-2.261194691025809e-3	5.074066e-17	true
178	183	177	true	true	true	2.273737e-13	1.705303e-13	2.273737e-12	2.955858e-12	0.000000e0	1.136868e-13	true	1.214306e-17	-2.277277155291461e-3	-2.277277155291463e-3	2.168404e-18	true
179	183	178	true	true	true	2.842171e-14	1.705303e-13	2.046363e-12	2.955858e-12	0.000000e0	1.136868e-13	true	1.040834e-17	-2.284412449715139e-3	-2.284412449715177e-3	3.773024e-17	true
181	183	180	true	true	true	2.842171e-14	1.705303e-13	2.955858e-12	2.955858e-12	2.842171e-14	2.273737e-13	true	8.673617e-19	-2.297503981988345e-3	-2.297503981988340e-3	5.637851e-18	true
182	183	181	true	true	true	0.000000e0	1.705303e-13	2.273737e-12	2.955858e-12	2.842171e-14	1.136868e-13	true	8.673617e-19	-2.303949739043415e-3	-2.303949739043443e-3	2.818926e-17	true
3	184	2	true	true	true	4.440892e-16	1.136868e-13	2.398082e-14	1.818989e-12	1.998401e-15	6.217249e-15	true	2.515349e-17	-5.203252883573305e-5	-5.203252883830001e-5	2.566957e-15	true
5	184	4	true	true	true	4.440892e-16	1.136868e-13	4.618528e-14	1.818989e-12	2.220446e-15	1.421085e-14	true	3.556183e-17	-5.692562621731952e-5	-5.692562621883134e-5	1.511812e-15	true
7	184	6	true	true	true	8.881784e-16	1.136868e-13	7.105427e-14	1.818989e-12	3.552714e-15	3.552714e-15	true	1.474515e-17	-1.320000170645456e-4	-1.320000170654569e-4	9.112719e-16	true
9	184	8	true	true	true	1.776357e-15	1.136868e-13	9.237056e-14	1.818989e-12	5.329071e-15	0.000000e0	true	1.561251e-17	-1.464531014423307e-4	-1.464531014430687e-4	7.380164e-16	true
11	184	10	true	true	true	3.552714e-15	1.136868e-13	1.136868e-13	1.818989e-12	6.217249e-15	3.552714e-15	true	1.908196e-17	-1.493358292902898e-4	-1.493358292909384e-4	6.486239e-16	true
13	184	12	true	true	true	1.776357e-15	1.136868e-13	1.421085e-13	1.818989e-12	1.243450e-14	2.131628e-14	true	1.127570e-17	-2.651808492701635e-4	-2.651808492707556e-4	5.920286e-16	true
15	184	14	true	true	true	0.000000e0	1.136868e-13	1.634248e-13	1.818989e-12	1.243450e-14	3.552714e-14	true	5.204170e-18	-2.854407834038171e-4	-2.854407834044113e-4	5.941970e-16	true
17	184	16	true	true	true	3.552714e-15	1.136868e-13	1.989520e-13	1.818989e-12	1.065814e-14	7.105427e-15	true	1.387779e-17	-1.858659453434807e-4	-1.858659453438010e-4	3.202733e-16	true
19	184	18	true	true	true	3.552714e-15	1.136868e-13	1.989520e-13	1.818989e-12	8.881784e-15	4.263256e-14	true	1.734723e-18	-2.837309994183226e-4	-2.837309994186488e-4	3.261822e-16	true
21	184	20	true	true	true	7.105427e-15	1.136868e-13	2.415845e-13	1.818989e-12	1.065814e-14	5.684342e-14	true	2.775558e-17	-2.728235866263993e-4	-2.728235866267231e-4	3.237970e-16	true
25	184	24	true	true	true	3.552714e-15	1.136868e-13	2.415845e-13	1.818989e-12	1.776357e-14	9.947598e-14	true	1.214306e-17	-4.427426633439245e-4	-4.427426633442713e-4	3.467821e-16	true
27	184	26	true	true	true	0.000000e0	1.136868e-13	2.842171e-13	1.818989e-12	2.131628e-14	0.000000e0	true	1.734723e-18	-3.030844002535995e-4	-3.030844002537862e-4	1.866454e-16	true
29	184	28	true	true	true	7.105427e-15	1.136868e-13	3.552714e-13	1.818989e-12	2.131628e-14	0.000000e0	true	1.387779e-17	-5.220732909330859e-4	-5.220732909333257e-4	2.398255e-16	true
31	184	30	true	true	true	1.065814e-14	1.136868e-13	3.552714e-13	1.818989e-12	2.131628e-14	1.421085e-14	true	1.387779e-17	-1.823724378000053e-4	-1.823724378002293e-4	2.240504e-16	true
33	184	32	true	true	true	0.000000e0	1.136868e-13	3.126388e-13	1.818989e-12	2.486900e-14	5.684342e-14	true	1.040834e-17	-5.286506064736274e-4	-5.286506064737630e-4	1.356337e-16	true
35	184	34	true	true	true	7.105427e-15	1.136868e-13	3.979039e-13	1.818989e-12	2.842171e-14	5.684342e-14	true	5.204170e-18	-6.365908642086619e-4	-6.365908642089382e-4	2.762547e-16	true
37	184	36	true	true	true	3.552714e-15	1.136868e-13	4.547474e-13	1.818989e-12	2.131628e-14	2.842171e-14	true	6.938894e-18	-1.168134497134636e-4	-1.168134497136924e-4	2.287531e-16	true
39	184	38	true	true	true	1.421085e-14	1.136868e-13	4.547474e-13	1.818989e-12	2.842171e-14	0.000000e0	true	1.040834e-17	-5.281081077684837e-4	-5.281081077686926e-4	2.089258e-16	true
41	184	40	true	true	true	1.421085e-14	1.136868e-13	5.400125e-13	1.818989e-12	2.131628e-14	0.000000e0	true	1.040834e-17	-5.491531491574406e-4	-5.491531491576850e-4	2.444876e-16	true
43	184	42	true	true	true	7.105427e-15	1.136868e-13	4.831691e-13	1.818989e-12	3.552714e-14	0.000000e0	true	1.040834e-17	-7.378035094481593e-4	-7.378035094482991e-4	1.397537e-16	true
45	184	44	true	true	true	2.131628e-14	1.136868e-13	5.968559e-13	1.818989e-12	1.421085e-14	1.136868e-13	true	1.561251e-17	-8.438696227394189e-4	-8.438696227396434e-4	2.245383e-16	true
47	184	46	true	true	true	7.105427e-15	1.136868e-13	5.115908e-13	1.818989e-12	1.421085e-14	1.136868e-13	true	1.734723e-18	-3.289088803691858e-4	-3.289088803692950e-4	1.091792e-16	true
49	184	48	true	true	true	7.105427e-15	1.136868e-13	5.684342e-13	1.818989e-12	2.842171e-14	1.136868e-13	true	1.561251e-17	-6.322303152516203e-4	-6.322303152516890e-4	6.873842e-17	true
51	184	50	true	true	true	7.105427e-15	1.136868e-13	7.105427e-13	1.818989e-12	1.421085e-14	5.684342e-14	true	5.204170e-18	-7.632444072074299e-4	-7.632444072074923e-4	6.234162e-17	true
53	184	52	true	true	true	0.000000e0	1.136868e-13	5.400125e-13	1.818989e-12	4.263256e-14	5.684342e-14	true	1.040834e-17	-7.351489221567259e-4	-7.351489221568029e-4	7.697835e-17	true
55	184	54	true	true	true	2.131628e-14	1.136868e-13	5.684342e-13	1.818989e-12	4.263256e-14	8.526513e-14	true	1.387779e-17	-9.230585659986705e-4	-9.230585659987488e-4	7.827940e-17	true
57	184	56	true	true	true	7.105427e-15	1.136868e-13	7.389644e-13	1.818989e-12	4.263256e-14	1.136868e-13	true	6.938894e-18	-9.578361410663002e-4	-9.578361410663384e-4	3.816392e-17	true
59	184	58	true	true	true	7.105427e-15	1.136868e-13	7.389644e-13	1.818989e-12	2.842171e-14	0.000000e0	true	6.938894e-18	-1.038745658566022e-3	-1.038745658566178e-3	1.559083e-16	true
61	184	60	true	true	true	7.105427e-15	1.136868e-13	7.958079e-13	1.818989e-12	4.263256e-14	5.684342e-14	true	5.204170e-18	-1.115219766244793e-3	-1.115219766244899e-3	1.066855e-16	true
63	184	62	true	true	true	2.842171e-14	1.136868e-13	7.958079e-13	1.818989e-12	4.973799e-14	1.705303e-13	true	3.469447e-18	-4.200924375780144e-4	-4.200924375780189e-4	4.499439e-18	true
65	184	64	true	true	true	7.105427e-15	1.136868e-13	7.389644e-13	1.818989e-12	3.552714e-14	5.684342e-14	true	6.938894e-18	-6.581056562182388e-4	-6.581056562183392e-4	1.003971e-16	true
67	184	66	true	true	true	0.000000e0	1.136868e-13	8.526513e-13	1.818989e-12	2.842171e-14	1.705303e-13	true	0.000000e0	-7.945825451542699e-4	-7.945825451543642e-4	9.432559e-17	true
71	184	70	true	true	true	3.552714e-14	1.136868e-13	6.252776e-13	1.818989e-12	3.552714e-14	1.136868e-13	true	2.255141e-17	-1.023263009038189e-3	-1.023263009038234e-3	4.575333e-17	true
73	184	72	true	true	true	0.000000e0	1.136868e-13	9.094947e-13	1.818989e-12	4.973799e-14	1.705303e-13	true	0.000000e0	-1.163058338088214e-3	-1.163058338088276e-3	6.179952e-17	true
75	184	74	true	true	true	1.421085e-14	1.136868e-13	1.023182e-12	1.818989e-12	4.263256e-14	2.273737e-13	true	1.734723e-18	-1.037056404396663e-3	-1.037056404396796e-3	1.329232e-16	true
77	184	76	true	true	true	0.000000e0	1.136868e-13	7.389644e-13	1.818989e-12	5.684342e-14	2.273737e-13	true	1.908196e-17	-1.148866669779035e-3	-1.148866669779121e-3	8.608565e-17	true
79	184	78	true	true	true	2.842171e-14	1.136868e-13	7.958079e-13	1.818989e-12	4.263256e-14	0.000000e0	true	0.000000e0	-1.126657055660655e-3	-1.126657055660698e-3	4.271757e-17	true
81	184	80	true	true	true	7.105427e-14	1.136868e-13	1.080025e-12	1.818989e-12	5.684342e-14	5.684342e-14	true	1.040834e-17	-1.261158596861422e-3	-1.261158596861453e-3	3.100818e-17	true
83	184	82	true	true	true	1.421085e-14	1.136868e-13	1.023182e-12	1.818989e-12	4.263256e-14	5.684342e-14	true	1.908196e-17	-1.307524759555927e-3	-1.307524759556041e-3	1.140581e-16	true
85	184	84	true	true	true	4.263256e-14	1.136868e-13	1.250555e-12	1.818989e-12	4.263256e-14	5.684342e-14	true	2.081668e-17	-1.335641766403370e-3	-1.335641766403399e-3	2.905662e-17	true
87	184	86	true	true	true	2.842171e-14	1.136868e-13	9.094947e-13	1.818989e-12	9.947598e-14	5.684342e-14	true	2.255141e-17	-1.403103398846748e-3	-1.403103398846798e-3	4.965646e-17	true
89	184	88	true	true	true	2.842171e-14	1.136868e-13	1.136868e-12	1.818989e-12	2.842171e-14	2.273737e-13	true	0.000000e0	-1.448385595937926e-3	-1.448385595937964e-3	3.751340e-17	true
91	184	90	true	true	true	2.842171e-14	1.136868e-13	1.250555e-12	1.818989e-12	2.842171e-14	2.842171e-13	true	1.994932e-17	-1.489966496009771e-3	-1.489966496009801e-3	3.035766e-17	true
93	184	92	true	true	true	2.842171e-14	1.136868e-13	1.023182e-12	1.818989e-12	2.842171e-14	1.136868e-13	true	1.040834e-17	-2.461924684899664e-4	-2.461924684900561e-4	8.971773e-17	true
95	184	94	true	true	true	0.000000e0	1.136868e-13	1.193712e-12	1.818989e-12	5.684342e-14	1.136868e-13	true	1.387779e-17	-5.384523538340088e-4	-5.384523538341196e-4	1.108055e-16	true
97	184	96	true	true	true	4.263256e-14	1.136868e-13	1.250555e-12	1.818989e-12	0.000000e0	1.136868e-13	true	6.938894e-18	-7.461660064286415e-4	-7.461660064286839e-4	4.239230e-17	true
99	184	98	true	true	true	2.842171e-14	1.136868e-13	1.193712e-12	1.818989e-12	7.105427e-14	1.705303e-13	true	3.469447e-18	-9.232504911812708e-4	-9.232504911813413e-4	7.047314e-17	true
101	184	100	true	true	true	2.842171e-14	1.136868e-13	1.364242e-12	1.818989e-12	7.105427e-14	0.000000e0	true	6.938894e-18	-1.037583559984763e-3	-1.037583559984838e-3	7.437627e-17	true
103	184	102	true	true	true	0.000000e0	1.136868e-13	1.136868e-12	1.818989e-12	4.263256e-14	1.705303e-13	true	0.000000e0	-1.142414190981922e-3	-1.142414190981991e-3	6.830474e-17	true
105	184	104	true	true	true	5.684342e-14	1.136868e-13	1.591616e-12	1.818989e-12	2.842171e-14	3.410605e-13	true	3.469447e-18	-1.283629656719751e-3	-1.283629656719809e-3	5.724587e-17	true
107	184	106	true	true	true	4.263256e-14	1.136868e-13	1.250555e-12	1.818989e-12	4.263256e-14	1.136868e-13	true	8.673617e-18	-1.318459575292526e-3	-1.318459575292512e-3	1.431147e-17	true
109	184	108	true	true	true	4.263256e-14	1.136868e-13	1.136868e-12	1.818989e-12	5.684342e-14	1.136868e-13	true	1.387779e-17	-1.417312339717595e-3	-1.417312339717699e-3	1.034329e-16	true
111	184	110	true	true	true	8.526513e-14	1.136868e-13	1.364242e-12	1.818989e-12	5.684342e-14	0.000000e0	true	1.040834e-17	-1.343368664473428e-3	-1.343368664473500e-3	7.177418e-17	true
113	184	112	true	true	true	1.421085e-14	1.136868e-13	1.250555e-12	1.818989e-12	5.684342e-14	0.000000e0	true	2.255141e-17	-1.476170806339291e-3	-1.476170806339401e-3	1.099381e-16	true
117	184	116	true	true	true	7.105427e-14	1.136868e-13	1.477929e-12	1.818989e-12	2.842171e-14	2.273737e-13	true	3.469447e-18	-1.622724807127462e-3	-1.622724807127457e-3	4.336809e-18	true
119	184	118	true	true	true	0.000000e0	1.136868e-13	1.705303e-12	1.818989e-12	7.105427e-14	2.273737e-13	true	5.204170e-18	-1.680936317687088e-3	-1.680936317687126e-3	3.773024e-17	true
121	184	120	true	true	true	1.421085e-14	1.136868e-13	1.818989e-12	1.818989e-12	5.684342e-14	0.000000e0	true	1.214306e-17	-1.754001697434146e-3	-1.754001697434207e-3	6.136584e-17	true
123	184	122	true	true	true	2.842171e-14	1.136868e-13	1.591616e-12	1.818989e-12	8.526513e-14	6.821210e-13	true	1.040834e-17	-1.333822752628845e-3	-1.333822752628935e-3	8.912142e-17	true
125	184	124	true	true	true	0.000000e0	1.136868e-13	1.705303e-12	1.818989e-12	7.105427e-14	2.273737e-13	true	0.000000e0	-1.504341178485809e-3	-1.504341178485871e-3	6.201636e-17	true
127	184	126	true	true	true	8.526513e-14	1.136868e-13	1.591616e-12	1.818989e-12	8.526513e-14	1.136868e-13	true	1.387779e-17	-1.610629292488820e-3	-1.610629292488891e-3	7.068998e-17	true
129	184	128	true	true	true	5.684342e-14	1.136868e-13	1.364242e-12	1.818989e-12	7.105427e-14	1.136868e-13	true	5.204170e-18	-1.666369651273131e-3	-1.666369651273220e-3	8.890458e-17	true
131	184	130	true	true	true	1.421085e-14	1.136868e-13	1.705303e-12	1.818989e-12	4.263256e-14	0.000000e0	true	1.040834e-17	-1.767186386007308e-3	-1.767186386007397e-3	8.868774e-17	true
133	184	132	true	true	true	7.105427e-14	1.136868e-13	1.364242e-12	1.818989e-12	9.947598e-14	1.136868e-13	true	5.204170e-18	-1.780660353984920e-3	-1.780660353984929e-3	9.324139e-18	true
135	184	134	true	true	true	1.421085e-14	1.136868e-13	1.477929e-12	1.818989e-12	9.947598e-14	0.000000e0	true	1.734723e-18	-1.835601013880340e-3	-1.835601013880399e-3	5.876376e-17	true
137	184	136	true	true	true	4.263256e-14	1.136868e-13	2.046363e-12	1.818989e-12	7.105427e-14	0.000000e0	true	3.469447e-18	-1.918827116674991e-3	-1.918827116675002e-3	1.170938e-17	true
139	184	138	true	true	true	0.000000e0	1.136868e-13	1.705303e-12	1.818989e-12	8.526513e-14	1.136868e-13	true	5.204170e-18	-1.763958513093023e-3	-1.763958513093113e-3	9.020562e-17	true
141	184	140	true	true	true	7.105427e-14	1.136868e-13	2.046363e-12	1.818989e-12	1.136868e-13	1.136868e-13	true	2.602085e-17	-1.854181080726572e-3	-1.854181080726695e-3	1.225148e-16	true
143	184	142	true	true	true	5.684342e-14	1.136868e-13	2.160050e-12	1.818989e-12	1.136868e-13	1.136868e-13	true	6.938894e-18	-1.930167921587798e-3	-1.930167921587871e-3	7.307523e-17	true
145	184	144	true	true	true	8.526513e-14	1.136868e-13	1.705303e-12	1.818989e-12	1.136868e-13	0.000000e0	true	1.040834e-17	-1.953949248752544e-3	-1.953949248752632e-3	8.803722e-17	true
147	184	146	true	true	true	5.684342e-14	1.136868e-13	2.046363e-12	1.818989e-12	5.684342e-14	1.136868e-13	true	1.734723e-18	-2.033064468285200e-3	-2.033064468285205e-3	4.770490e-18	true
149	184	148	true	true	true	8.526513e-14	1.136868e-13	1.591616e-12	1.818989e-12	1.136868e-13	0.000000e0	true	0.000000e0	-1.957813244728199e-3	-1.957813244728212e-3	1.301043e-17	true
151	184	150	true	true	true	2.842171e-14	1.136868e-13	2.273737e-12	1.818989e-12	8.526513e-14	2.273737e-13	true	1.561251e-17	-2.005770057758596e-3	-2.005770057758607e-3	1.127570e-17	true
153	184	152	true	true	true	5.684342e-14	1.136868e-13	2.046363e-12	1.818989e-12	5.684342e-14	3.410605e-13	true	8.673617e-18	-2.072523080845659e-3	-2.072523080845734e-3	7.502679e-17	true
155	184	154	true	true	true	0.000000e0	1.136868e-13	1.477929e-12	1.818989e-12	2.842171e-14	1.136868e-13	true	1.734723e-18	-2.039108704924344e-3	-2.039108704924388e-3	4.380177e-17	true
157	184	156	true	true	true	8.526513e-14	1.136868e-13	2.046363e-12	1.818989e-12	5.684342e-14	4.547474e-13	true	8.673617e-18	-2.090606785080201e-3	-2.090606785080300e-3	9.931292e-17	true
159	184	158	true	true	true	8.526513e-14	1.136868e-13	2.160050e-12	1.818989e-12	2.842171e-14	1.136868e-13	true	1.387779e-17	-2.086860087276596e-3	-2.086860087276546e-3	4.987330e-17	true
163	184	162	true	true	true	5.684342e-14	1.136868e-13	2.273737e-12	1.818989e-12	2.842171e-14	2.273737e-13	true	1.734723e-18	-2.140467543346997e-3	-2.140467543347127e-3	1.296706e-16	true
165	184	164	true	true	true	2.842171e-14	1.136868e-13	2.046363e-12	1.818989e-12	2.842171e-14	0.000000e0	true	6.938894e-18	-2.154531726885825e-3	-2.154531726885878e-3	5.334275e-17	true
167	184	166	true	true	true	2.842171e-14	1.136868e-13	1.818989e-12	1.818989e-12	0.000000e0	1.136868e-13	true	6.938894e-18	-2.177626167566483e-3	-2.177626167566496e-3	1.387779e-17	true
169	184	168	true	true	true	2.842171e-14	1.136868e-13	2.728484e-12	1.818989e-12	2.842171e-14	1.136868e-13	true	1.734723e-18	-2.183461940099177e-3	-2.183461940099145e-3	3.252607e-17	true
171	184	170	true	true	true	2.273737e-13	1.136868e-13	1.705303e-12	1.818989e-12	2.842171e-14	1.136868e-13	true	5.204170e-18	-2.199084575431485e-3	-2.199084575431518e-3	3.252607e-17	true
173	184	172	true	true	true	0.000000e0	1.136868e-13	1.364242e-12	1.818989e-12	0.000000e0	5.684342e-13	true	1.040834e-17	-2.222307200992471e-3	-2.222307200992490e-3	1.908196e-17	true
175	184	174	true	true	true	1.421085e-13	1.136868e-13	2.046363e-12	1.818989e-12	2.842171e-14	1.136868e-13	true	3.469447e-18	-2.236094968879856e-3	-2.236094968879972e-3	1.162265e-16	true
177	184	176	true	true	true	0.000000e0	1.136868e-13	1.250555e-12	1.818989e-12	0.000000e0	2.273737e-13	true	0.000000e0	-2.250084234733873e-3	-2.250084234733959e-3	8.630249e-17	true
179	184	178	true	true	true	2.842171e-14	1.136868e-13	2.046363e-12	1.818989e-12	0.000000e0	0.000000e0	true	1.734723e-17	-2.265589134657326e-3	-2.265589134657356e-3	2.949030e-17	true
181	184	180	true	true	true	2.842171e-14	1.136868e-13	2.955858e-12	1.818989e-12	2.842171e-14	4.547474e-13	true	0.000000e0	-2.278458239563705e-3	-2.278458239563696e-3	9.540979e-18	true
183	184	182	true	true	true	1.705303e-13	1.136868e-13	2.955858e-12	1.818989e-12	0.000000e0	1.136868e-13	true	1.734723e-18	-2.291463386466435e-3	-2.291463386466457e-3	2.211772e-17	true
2	185	1	true	true	true	1.110223e-16	5.684342e-14	1.065814e-14	2.273737e-12	5.551115e-16	9.547918e-15	true	0.000000e0	-2.689739591140144e-5	-2.689739591468440e-5	3.282964e-15	true
3	185	2	true	true	true	4.440892e-16	5.684342e-14	2.398082e-14	2.273737e-12	8.881784e-16	2.664535e-15	true	2.428613e-17	-4.036580780752671e-5	-4.036580780973284e-5	2.206135e-15	true
4	185	3	true	true	true	4.440892e-16	5.684342e-14	3.463896e-14	2.273737e-12	2.220446e-15	4.440892e-15	true	8.673617e-19	-7.532985554108184e-5	-7.532985554254724e-5	1.465408e-15	true
6	185	5	true	true	true	4.440892e-16	5.684342e-14	5.684342e-14	2.273737e-12	2.220446e-15	5.329071e-15	true	2.602085e-17	-6.185132061358747e-5	-6.185132061458515e-5	9.976828e-16	true
7	185	6	true	true	true	8.881784e-16	5.684342e-14	7.105427e-14	2.273737e-12	2.664535e-15	1.065814e-14	true	9.540979e-18	-1.159208277416311e-4	-1.159208277424027e-4	7.715183e-16	true
8	185	7	true	true	true	8.881784e-16	5.684342e-14	8.881784e-14	2.273737e-12	4.440892e-15	1.421085e-14	true	0.000000e0	-1.672595553798250e-4	-1.672595553805301e-4	7.050567e-16	true
9	185	8	true	true	true	1.776357e-15	5.684342e-14	9.237056e-14	2.273737e-12	4.440892e-15	0.000000e0	true	1.561251e-17	-1.526476240883042e-4	-1.526476240889833e-4	6.791442e-16	true
11	185	10	true	true	true	3.552714e-15	5.684342e-14	1.136868e-13	2.273737e-12	4.440892e-15	3.552714e-15	true	2.255141e-17	-1.215974350835480e-4	-1.215974350839378e-4	3.898249e-16	true
12	185	11	true	true	true	0.000000e0	5.684342e-14	1.350031e-13	2.273737e-12	5.329071e-15	1.421085e-14	true	1.561251e-17	-2.022190565215932e-4	-2.022190565219061e-4	3.128465e-16	true
13	185	12	true	true	true	1.776357e-15	5.684342e-14	1.421085e-13	2.273737e-12	5.329071e-15	0.000000e0	true	4.336809e-18	-2.477840917318484e-4	-2.477840917323188e-4	4.704353e-16	true
14	185	13	true	true	true	1.776357e-15	5.684342e-14	1.563194e-13	2.273737e-12	7.105427e-15	7.105427e-14	true	6.938894e-18	-2.715832992496424e-4	-2.715832992499431e-4	3.007577e-16	true
16	185	15	true	true	true	0.000000e0	5.684342e-14	1.705303e-13	2.273737e-12	7.105427e-15	7.105427e-15	true	1.734723e-18	-2.657551493780217e-4	-2.657551493782774e-4	2.557091e-16	true
17	185	16	true	true	true	3.552714e-15	5.684342e-14	1.989520e-13	2.273737e-12	5.329071e-15	2.842171e-14	true	1.908196e-17	-1.461645698372304e-4	-1.461645698374288e-4	1.984090e-16	true
18	185	17	true	true	true	3.552714e-15	5.684342e-14	2.131628e-13	2.273737e-12	1.243450e-14	1.421085e-14	true	5.204170e-18	-3.303579516818569e-4	-3.303579516821462e-4	2.892651e-16	true
19	185	18	true	true	true	3.552714e-15	5.684342e-14	1.989520e-13	2.273737e-12	8.881784e-15	1.421085e-14	true	8.673617e-18	-2.461253232076417e-4	-2.461253232078067e-4	1.649614e-16	true
21	185	20	true	true	true	7.105427e-15	5.684342e-14	2.415845e-13	2.273737e-12	7.105427e-15	4.263256e-14	true	1.387779e-17	-2.395950651266442e-4	-2.395950651268288e-4	1.846125e-16	true
22	185	21	true	true	true	3.552714e-15	5.684342e-14	2.131628e-13	2.273737e-12	1.065814e-14	1.421085e-14	true	1.040834e-17	-3.684458672965347e-4	-3.684458672966228e-4	8.803722e-17	true
23	185	22	true	true	true	0.000000e0	5.684342e-14	2.984279e-13	2.273737e-12	7.105427e-15	4.263256e-14	true	1.214306e-17	-4.795232615299382e-4	-4.795232615300501e-4	1.119981e-16	true
24	185	23	true	true	true	0.000000e0	5.684342e-14	2.700062e-13	2.273737e-12	3.552714e-15	1.421085e-14	true	1.214306e-17	-3.312732370127828e-4	-3.312732370129891e-4	2.063237e-16	true
26	185	25	true	true	true	3.552714e-15	5.684342e-14	3.126388e-13	2.273737e-12	7.105427e-15	2.842171e-14	true	4.336809e-18	-5.128554312886078e-4	-5.128554312888575e-4	2.496918e-16	true
27	185	26	true	true	true	0.000000e0	5.684342e-14	2.842171e-13	2.273737e-12	3.552714e-15	7.105427e-14	true	5.204170e-18	-2.628657338242158e-4	-2.628657338243287e-4	1.128654e-16	true
28	185	27	true	true	true	7.105427e-15	5.684342e-14	3.268497e-13	2.273737e-12	2.131628e-14	4.263256e-14	true	1.734723e-18	-4.329741384657011e-4	-4.329741384658812e-4	1.800318e-16	true
29	185	28	true	true	true	7.105427e-15	5.684342e-14	3.552714e-13	2.273737e-12	2.131628e-14	2.842171e-14	true	1.734723e-18	-4.904989289028780e-4	-4.904989289029969e-4	1.188286e-16	true
31	185	30	true	true	true	1.065814e-14	5.684342e-14	3.552714e-13	2.273737e-12	1.776357e-14	1.421085e-14	true	1.387779e-17	-1.103889117635282e-4	-1.103889117636285e-4	1.002751e-16	true
32	185	31	true	true	true	7.105427e-15	5.684342e-14	3.694822e-13	2.273737e-12	0.000000e0	5.684342e-14	true	3.469447e-18	-3.839456766342188e-4	-3.839456766342834e-4	6.461845e-17	true
33	185	32	true	true	true	0.000000e0	5.684342e-14	3.126388e-13	2.273737e-12	3.552714e-15	0.000000e0	true	1.734723e-18	-5.072790230197578e-4	-5.072790230198250e-4	6.722053e-17	true
34	185	33	true	true	true	0.000000e0	5.684342e-14	3.979039e-13	2.273737e-12	2.131628e-14	0.000000e0	true	1.040834e-17	-5.217779753992482e-4	-5.217779753992971e-4	4.889752e-17	true
36	185	35	true	true	true	0.000000e0	5.684342e-14	4.263256e-13	2.273737e-12	2.131628e-14	2.842171e-14	true	3.469447e-18	-6.707741806452951e-4	-6.707741806454273e-4	1.321642e-16	true
38	185	37	true	true	true	7.105427e-15	5.684342e-14	3.694822e-13	2.273737e-12	7.105427e-15	8.526513e-14	true	1.040834e-17	-3.453851830650257e-4	-3.453851830651179e-4	9.215718e-17	true
39	185	38	true	true	true	1.421085e-14	5.684342e-14	4.547474e-13	2.273737e-12	1.421085e-14	5.684342e-14	true	1.734723e-18	-4.799256338906670e-4	-4.799256338907419e-4	7.491837e-17	true
41	185	40	true	true	true	1.421085e-14	5.684342e-14	5.400125e-13	2.273737e-12	7.105427e-15	0.000000e0	true	5.204170e-18	-7.033500015736940e-4	-7.033500015737933e-4	9.931292e-17	true
42	185	41	true	true	true	7.105427e-15	5.684342e-14	4.547474e-13	2.273737e-12	1.421085e-14	1.136868e-13	true	1.214306e-17	-6.773817182722355e-4	-6.773817182722736e-4	3.805550e-17	true
43	185	42	true	true	true	7.105427e-15	5.684342e-14	4.831691e-13	2.273737e-12	2.842171e-14	8.526513e-14	true	6.938894e-18	-7.136343521575032e-4	-7.136343521575049e-4	1.626303e-18	true
44	185	43	true	true	true	7.105427e-15	5.684342e-14	5.400125e-13	2.273737e-12	4.263256e-14	1.421085e-13	true	0.000000e0	-7.852160429868361e-4	-7.852160429869023e-4	6.613633e-17	true
46	185	45	true	true	true	2.131628e-14	5.684342e-14	3.979039e-13	2.273737e-12	2.131628e-14	5.684342e-14	true	2.602085e-18	-8.814785966208850e-4	-8.814785966208324e-4	5.258381e-17	true
47	185	46	true	true	true	7.105427e-15	5.684342e-14	5.115908e-13	2.273737e-12	7.105427e-15	2.842171e-14	true	0.000000e0	-2.700862790734081e-4	-2.700862790733856e-4	2.249720e-17	true
